ID,UserLanguage,Age,Gender,Educ,Educ_Mom,Country,Isolation,COVID_Concerns,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,COVID_Compliance,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6,Compliance_6
719,SAR,69,Male,"College degree, bachelor, master",Up to 6 years of school,Argentina,1,20,5,5,5,5,NA,22,4,5,5,2,4,2,2
720,SAR,35,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,0,5,1,1,1,1,1,18,5,6,NA,3,2,2,2
722,SAR,50,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,0,23,4,5,5,5,4,21,4,5,4,2,4,2,2
723,SAR,59,Female,"College degree, bachelor, master",None,Argentina,0,18,6,2,2,4,4,31,6,6,6,4,5,4,4
724,SME,29,Male,"College degree, bachelor, master",College degree,Mexico,4,17,4,5,3,3,2,24,5,6,6,1,1,5,5
727,SAR,49,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Argentina,4,24,4,5,5,5,5,24,4,5,5,2,2,6,6
728,IT,67,Male,"College degree, bachelor, master",Up to 9 years of school,Italy,NA,22,4,4,4,5,5,23,5,5,4,3,4,2,2
729,SME,29,Female,"College degree, bachelor, master",Up to 9 years of school,Mexico,1,25,5,6,5,5,4,24,4,5,5,3,4,3,3
730,BG,65,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Bulgaria,1,6,1,2,1,2,NA,25,4,6,6,4,4,1,1
731,IT,50,Male,"College degree, bachelor, master",Up to 12 years of school,Italy,NA,26,6,6,5,5,4,23,5,5,5,2,4,2,2
732,BG,60,Female,"College degree, bachelor, master",Up to 12 years of school,Bulgaria,1,8,1,2,2,1,2,22,5,3,4,4,5,1,1
733,SK,33,Female,"College degree, bachelor, master",Up to 12 years of school,Slovakia,1,21,5,4,4,4,4,22,4,5,4,3,3,3,3
734,SAR,32,Female,"Some College, short continuing education or equivalent",College degree,Argentina,1,26,5,6,6,5,4,29,6,6,6,3,6,2,2
735,BG,56,Female,"College degree, bachelor, master",College degree,Bulgaria,2,10,2,2,2,2,2,19,1,6,6,1,1,4,4
736,BG,50,Female,"College degree, bachelor, master",College degree,Bulgaria,NA,24,5,5,5,5,4,27,6,6,6,1,4,4,4
737,SAR,41,Female,"Some College, short continuing education or equivalent",None,Argentina,1,22,2,5,5,5,5,21,5,5,5,2,1,3,3
739,IT,47,Female,Up to 12 years of school,Up to 12 years of school,Italy,NA,26,5,6,5,5,5,32,5,6,5,6,5,5,5
740,SME,24,Male,"Some College, short continuing education or equivalent",Up to 9 years of school,Mexico,1,18,4,5,4,3,2,17,4,4,3,3,2,1,1
741,IT,63,Female,"College degree, bachelor, master",Up to 12 years of school,Italy,0,14,5,3,2,2,2,20,5,6,1,2,4,2,2
742,SME,30,Male,"College degree, bachelor, master",College degree,Mexico,0,29,6,6,6,6,5,30,5,6,6,6,1,6,6
743,LT,54,Female,"College degree, bachelor, master",College degree,Lithuania,0,17,3,3,4,4,3,22,4,4,4,2,4,4,4
746,LT,65,Female,"College degree, bachelor, master",Some College or equivalent,Lithuania,NA,18,2,3,3,5,5,24,5,5,5,2,5,2,2
747,SME,24,Male,"College degree, bachelor, master",College degree,Mexico,1,30,6,6,6,6,6,22,5,5,5,2,1,4,4
749,BG,31,Male,"College degree, bachelor, master",College degree,Bulgaria,4,10,2,2,2,2,2,17,3,3,1,6,3,1,1
750,BG,69,Female,"College degree, bachelor, master",Up to 12 years of school,Bulgaria,0,13,2,2,4,2,3,21,4,4,6,2,3,2,2
751,IT,46,Female,"College degree, bachelor, master",Up to 6 years of school,Italy,0,10,1,1,1,2,5,21,4,6,2,2,6,1,1
752,IT,59,Male,"College degree, bachelor, master",Up to 12 years of school,Italy,0,10,2,2,2,2,2,27,5,5,5,5,5,2,2
753,SAR,31,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,NA,24,4,5,5,5,5,24,5,5,5,2,5,2,2
754,SME,34,Male,"College degree, bachelor, master",College degree,Mexico,2,30,6,6,6,6,6,25,6,6,6,1,2,4,4
755,SME,35,Female,"College degree, bachelor, master",Some College or equivalent,Mexico,2,29,6,6,6,6,5,31,6,6,6,4,4,5,5
756,BG,55,Female,Up to 12 years of school,Up to 12 years of school,Bulgaria,1,21,5,5,5,3,3,22,5,5,4,2,5,1,1
757,BG,49,Male,"Some College, short continuing education or equivalent",Up to 6 years of school,Bulgaria,NA,3,3,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA
758,SAR,28,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,NA,26,5,6,5,5,5,23,5,6,4,4,2,2,2
759,SME,18,Male,Up to 12 years of school,Up to 12 years of school,Mexico,1,25,5,4,4,6,6,28,5,6,6,4,3,4,4
760,SME,37,Female,"College degree, bachelor, master",Up to 12 years of school,Mexico,1,25,5,6,5,5,4,28,5,6,6,2,4,5,5
765,SAR,45,Male,"College degree, bachelor, master",Up to 6 years of school,Argentina,1,27,5,5,6,6,5,28,4,6,6,5,5,2,2
767,SME,27,Male,"Some College, short continuing education or equivalent",Up to 9 years of school,Mexico,3,21,4,6,4,3,4,25,3,5,5,5,3,4,4
768,SME,32,Male,"College degree, bachelor, master",Up to 9 years of school,Mexico,1,22,4,4,4,5,5,22,4,4,5,3,4,2,2
770,SME,31,Male,PhD/Doctorate,Some College or equivalent,Mexico,3,28,6,6,6,5,5,23,5,6,6,1,2,3,3
771,SME,55,Male,PhD/Doctorate,None,Mexico,3,26,6,6,5,5,4,26,6,6,6,1,4,3,3
772,SME,22,Male,"College degree, bachelor, master",College degree,Mexico,5,28,6,6,6,5,5,23,5,5,5,1,3,4,4
773,SME,32,Male,PhD/Doctorate,Some College or equivalent,Mexico,3,28,6,6,6,6,4,22,5,5,5,2,3,2,2
775,SME,29,Male,"Some College, short continuing education or equivalent",Up to 9 years of school,Mexico,0,20,5,5,3,4,3,22,5,5,4,1,5,2,2
776,SAR,31,Female,"Some College, short continuing education or equivalent",College degree,Argentina,1,10,4,1,1,1,3,26,6,6,5,1,6,2,2
777,SAR,39,Female,PhD/Doctorate,PhD/Doctorate,Argentina,1,22,3,4,5,6,4,26,6,6,6,2,5,1,1
778,SME,25,Female,"Some College, short continuing education or equivalent",College degree,Mexico,3,28,5,6,5,6,6,22,5,6,5,2,3,1,1
779,SAR,67,Male,"College degree, bachelor, master",Up to 9 years of school,Argentina,1,14,2,3,4,4,1,22,6,4,6,1,NA,5,5
780,SAR,43,Male,Up to 9 years of school,Up to 12 years of school,Argentina,2,17,5,1,5,5,1,27,6,4,5,5,3,4,4
781,SME,43,Male,"Some College, short continuing education or equivalent",Up to 6 years of school,Mexico,1,22,4,6,2,5,5,23,6,6,6,1,2,2,2
782,SME,25,Male,"College degree, bachelor, master",College degree,Mexico,3,28,5,6,6,6,5,22,6,6,4,1,4,1,1
784,SME,22,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,2,30,6,6,6,6,6,20,5,4,6,1,3,1,1
785,SAR,46,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,6,8,NA,4,NA,4,NA,25,6,4,4,6,3,2,2
786,SME,48,Male,PhD/Doctorate,Some College or equivalent,Mexico,0,25,6,6,6,2,5,28,5,5,5,5,3,5,5
787,SME,55,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Mexico,3,25,6,6,4,5,4,32,6,6,6,6,4,4,4
788,SME,30,Male,"College degree, bachelor, master",Up to 6 years of school,Mexico,2,30,6,6,6,6,6,27,6,6,6,1,4,4,4
789,SAR,52,Female,"College degree, bachelor, master",Up to 6 years of school,Argentina,NA,25,6,6,5,5,3,26,5,6,6,2,5,2,2
791,SME,24,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,4,16,3,5,3,4,1,22,6,5,5,1,3,2,2
792,SME,27,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,0,25,5,5,5,5,5,26,5,5,5,2,4,5,5
794,SAR,36,Female,Up to 12 years of school,Up to 9 years of school,Argentina,4,9,2,2,2,2,1,29,5,6,6,5,1,6,6
795,SAR,61,Female,"Some College, short continuing education or equivalent",None,Argentina,2,24,6,6,6,NA,6,26,6,6,6,1,6,1,1
796,SME,31,Male,PhD/Doctorate,College degree,Mexico,1,25,5,5,5,5,5,26,5,5,5,5,3,3,3
797,SME,27,Male,"College degree, bachelor, master",College degree,Mexico,2,28,6,6,6,5,5,26,5,4,5,5,2,5,5
798,SME,44,Female,"College degree, bachelor, master",Up to 9 years of school,Mexico,2,25,6,6,6,3,4,22,3,6,6,2,4,1,1
799,SAR,45,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,3,24,4,5,4,5,6,18,3,5,4,2,2,2,2
800,SME,18,Male,Up to 12 years of school,Up to 9 years of school,Mexico,4,23,5,5,5,6,2,27,4,6,6,2,4,5,5
801,SME,22,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,2,17,3,4,3,3,4,23,4,4,4,3,4,4,4
802,TR,32,Female,PhD/Doctorate,Up to 6 years of school,Turkey,2,28,6,6,6,5,5,28,6,6,6,1,5,4,4
803,SME,27,Male,Up to 12 years of school,Up to 12 years of school,Mexico,3,30,6,6,6,6,6,24,6,6,5,1,5,1,1
804,SAR,61,Female,"College degree, bachelor, master",Up to 6 years of school,Argentina,0,20,1,6,6,4,3,25,6,5,5,2,5,2,2
805,SME,46,Female,Up to 12 years of school,Some College or equivalent,Mexico,5,26,5,6,5,5,5,29,6,5,6,2,5,5,5
807,SME,22,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,2,30,6,6,6,6,6,24,5,4,3,4,3,5,5
808,SAR,57,Male,None,Some College or equivalent,Argentina,1,19,2,3,3,5,6,17,1,3,5,3,4,1,1
809,SME,28,Female,"College degree, bachelor, master",Some College or equivalent,Mexico,3,29,6,6,6,6,5,22,6,5,4,2,4,1,1
810,SAR,40,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,2,21,6,4,4,3,4,23,4,6,6,1,4,2,2
811,SME,36,Female,PhD/Doctorate,Up to 12 years of school,Mexico,0,20,4,4,4,4,4,22,4,4,4,2,4,4,4
812,IT,67,Female,"College degree, bachelor, master",Up to 12 years of school,Italy,NA,8,2,2,2,1,1,20,5,5,2,5,2,1,1
813,SME,21,Male,"Some College, short continuing education or equivalent",PhD/Doctorate,Mexico,1,30,6,6,6,6,6,21,6,6,6,1,1,1,1
814,SME,59,Female,PhD/Doctorate,Up to 12 years of school,Mexico,6,23,4,5,4,5,5,25,5,5,4,3,4,4,4
816,SME,20,Female,"College degree, bachelor, master",PhD/Doctorate,Mexico,1,25,3,6,4,6,6,22,6,4,5,2,4,1,1
817,SME,59,Female,"College degree, bachelor, master",Some College or equivalent,Mexico,2,30,6,6,6,6,6,26,5,6,6,3,5,1,1
818,SME,18,Female,"College degree, bachelor, master",Up to 12 years of school,Mexico,2,30,6,6,6,6,6,29,4,6,6,6,6,1,1
819,SME,18,Male,Up to 12 years of school,Some College or equivalent,Mexico,3,30,6,6,6,6,6,21,5,6,6,1,2,1,1
820,SME,42,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Mexico,3,30,6,6,6,6,6,21,3,6,6,2,2,2,2
822,SME,27,Male,"College degree, bachelor, master",Up to 6 years of school,Mexico,3,21,1,6,6,4,4,22,5,3,4,5,4,1,1
823,SME,36,Male,"College degree, bachelor, master",College degree,Mexico,2,14,1,6,5,1,1,19,6,4,6,1,1,1,1
824,SME,21,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Mexico,1,27,5,6,4,6,6,21,5,5,5,2,2,2,2
825,SAR,44,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,NA,29,6,6,6,6,5,32,6,6,6,2,6,6,6
826,SME,20,Male,Up to 12 years of school,Some College or equivalent,Mexico,2,20,1,4,4,6,5,22,5,5,6,1,2,3,3
827,SME,54,Female,PhD/Doctorate,Up to 9 years of school,Mexico,2,27,5,6,5,6,5,23,6,6,5,2,2,2,2
828,SAR,49,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,NA,30,6,6,6,6,6,26,6,6,6,1,4,3,3
829,SME,24,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,2,28,6,6,6,6,4,22,6,5,5,3,2,1,1
830,SME,26,Female,"College degree, bachelor, master",Some College or equivalent,Mexico,1,29,6,6,6,6,5,21,5,5,6,2,1,2,2
831,SME,28,Male,"College degree, bachelor, master",College degree,Mexico,0,30,6,6,6,6,6,28,4,5,5,5,5,4,4
832,SME,39,Female,PhD/Doctorate,College degree,Mexico,1,24,6,6,3,6,3,29,6,6,6,4,1,6,6
833,SAR,26,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,1,19,3,4,4,4,4,21,4,5,4,3,4,1,1
834,SME,28,Male,PhD/Doctorate,College degree,Mexico,4,25,5,5,5,5,5,26,6,6,6,3,1,4,4
835,SME,23,Male,Up to 12 years of school,Up to 6 years of school,Mexico,3,29,6,6,6,6,5,25,5,5,5,5,1,4,4
836,SME,54,Male,"College degree, bachelor, master",Up to 6 years of school,Mexico,4,25,5,5,5,5,5,23,2,5,5,2,5,4,4
837,SAR,61,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Argentina,0,18,1,4,3,5,5,23,6,6,6,1,3,1,1
838,SAR,55,Male,"College degree, bachelor, master",Up to 6 years of school,Argentina,2,26,4,6,5,6,5,24,6,5,5,5,2,1,1
839,SAR,60,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,1,26,5,5,5,6,5,27,5,5,5,5,5,2,2
840,SAR,63,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,3,27,5,5,5,6,6,30,6,6,6,4,4,4,4
841,SME,50,Female,"College degree, bachelor, master",Some College or equivalent,Mexico,1,24,1,6,6,6,5,24,6,6,6,1,3,2,2
842,IT,47,Female,"College degree, bachelor, master",Up to 12 years of school,Italy,0,28,5,6,5,6,6,26,6,6,6,1,3,4,4
843,SME,37,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,1,25,5,5,5,5,5,31,6,6,5,2,6,6,6
844,SAR,63,Female,"College degree, bachelor, master",Up to 6 years of school,Argentina,1,20,4,NA,4,6,6,23,6,5,5,1,4,2,2
845,SAR,40,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,2,21,6,6,3,3,3,22,5,6,6,1,1,3,3
846,SME,56,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,1,29,6,6,6,6,5,25,6,5,5,4,4,1,1
848,SME,24,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,1,30,6,6,6,6,6,23,6,6,6,1,1,3,3
849,IT,26,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Italy,NA,28,6,5,5,6,6,28,6,6,6,3,3,4,4
850,SME,59,Female,"College degree, bachelor, master",None,Mexico,2,27,6,6,5,5,5,30,6,6,6,2,4,6,6
851,SAR,58,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,1,29,5,6,6,6,6,28,5,5,5,5,5,3,3
852,LT,28,Female,"College degree, bachelor, master",College degree,Italy,0,28,5,6,6,5,6,23,5,5,5,4,2,2,2
853,IT,33,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Italy,1,15,2,3,2,4,4,25,6,6,5,5,2,1,1
857,SME,34,Male,PhD/Doctorate,College degree,United States,0,20,5,5,4,3,3,23,6,5,6,3,2,1,1
858,IT,60,Female,"College degree, bachelor, master",NA,Italy,0,19,3,3,3,5,5,23,5,5,5,2,3,3,3
860,SME,32,Male,PhD/Doctorate,Some College or equivalent,Mexico,1,19,4,5,4,3,3,21,4,5,4,1,4,3,3
861,SME,26,Female,"College degree, bachelor, master",College degree,Mexico,NA,30,6,6,6,6,6,23,6,6,6,1,1,3,3
862,FI,47,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Finland,1,22,4,5,4,4,5,21,6,5,5,1,1,3,3
863,IT,61,Female,PhD/Doctorate,Up to 12 years of school,Italy,NA,18,2,2,4,5,5,21,5,5,5,1,4,1,1
864,SME,42,Female,PhD/Doctorate,Up to 12 years of school,Mexico,0,16,3,6,1,5,1,29,6,6,6,1,6,4,4
865,IT,48,Male,"College degree, bachelor, master",Up to 12 years of school,Italy,NA,23,3,5,4,6,5,20,4,5,4,2,3,2,2
866,SME,43,Female,"College degree, bachelor, master",Some College or equivalent,Mexico,3,25,5,6,4,5,5,23,5,5,5,3,3,2,2
867,SME,54,Male,Up to 12 years of school,Up to 9 years of school,Mexico,NA,22,4,6,4,4,4,24,6,6,5,3,2,2,2
868,SAR,57,Female,"Some College, short continuing education or equivalent",None,Argentina,4,22,2,5,5,5,5,30,6,5,6,5,3,5,5
869,SME,48,Male,PhD/Doctorate,Up to 9 years of school,Mexico,4,28,6,6,6,5,5,29,6,6,6,2,5,4,4
870,SAR,25,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,2,25,5,6,4,5,5,27,5,4,6,4,3,5,5
871,LT,24,Female,"Some College, short continuing education or equivalent",College degree,Lithuania,NA,22,5,NA,6,6,5,31,5,6,6,4,4,6,6
872,IT,56,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Italy,NA,17,3,3,3,3,5,23,5,5,5,4,3,1,1
873,IT,44,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Italy,1,25,5,5,5,5,5,25,5,6,5,2,5,2,2
874,SME,32,Male,PhD/Doctorate,Some College or equivalent,Mexico,NA,26,4,6,4,6,6,24,5,5,6,3,3,2,2
875,SME,36,Male,PhD/Doctorate,Up to 12 years of school,Mexico,1,10,2,2,2,2,2,20,6,1,6,1,3,3,3
876,SAR,23,Female,"Some College, short continuing education or equivalent",College degree,Argentina,1,25,4,6,5,6,4,29,6,6,5,5,4,3,3
877,SME,33,Female,PhD/Doctorate,Up to 12 years of school,Mexico,2,23,3,6,4,6,4,25,6,5,5,3,2,4,4
878,SME,32,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Mexico,2,22,4,5,4,5,4,26,6,5,4,3,4,4,4
879,SME,38,Female,"College degree, bachelor, master",Up to 6 years of school,Mexico,1,25,5,5,5,5,5,26,6,6,6,4,1,3,3
880,SME,32,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Mexico,4,29,6,6,6,6,5,21,4,6,6,2,1,2,2
881,SME,54,Male,PhD/Doctorate,None,Mexico,3,30,6,6,6,6,6,27,6,6,6,3,3,3,3
882,SME,31,Male,"College degree, bachelor, master",Up to 6 years of school,Mexico,4,23,5,5,5,4,4,18,4,4,3,2,2,3,3
883,SME,55,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,4,21,3,5,3,5,5,25,6,5,5,2,5,2,2
884,RO,31,Male,"College degree, bachelor, master",College degree,Romania,2,26,4,6,6,5,5,23,5,5,4,2,3,4,4
885,SME,54,Female,PhD/Doctorate,Up to 12 years of school,Mexico,0,22,1,5,5,6,5,25,6,6,6,2,3,2,2
886,SAR,54,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,2,25,5,5,5,5,5,25,5,5,6,2,5,2,2
887,LT,54,Male,"Some College, short continuing education or equivalent",College degree,Lithuania,NA,16,2,2,2,5,5,16,2,4,3,3,2,2,2
888,SME,51,Male,"College degree, bachelor, master",College degree,Mexico,1,24,5,6,4,5,4,26,4,5,5,3,5,4,4
889,SME,27,Female,"College degree, bachelor, master",College degree,Mexico,3,30,6,6,6,6,6,19,4,5,5,2,2,1,1
890,EN,52,Female,"Some College, short continuing education or equivalent",NA,Australia,2,27,5,6,5,6,5,25,5,4,6,4,4,2,2
894,SME,41,Male,PhD/Doctorate,College degree,Mexico,1,29,6,6,6,6,5,26,6,6,6,3,3,2,2
895,LT,30,Female,"College degree, bachelor, master",College degree,Lithuania,NA,21,2,5,4,5,5,26,6,6,6,1,2,5,5
896,SAR,58,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Argentina,0,17,4,4,3,3,3,23,5,5,5,5,2,1,1
897,IT,48,Male,PhD/Doctorate,College degree,Italy,NA,23,4,5,4,5,5,24,5,5,5,5,3,1,1
898,SME,30,Female,"College degree, bachelor, master",Up to 12 years of school,Mexico,6,30,6,6,6,6,6,23,5,6,6,3,1,2,2
899,FI,63,Female,"College degree, bachelor, master",Up to 6 years of school,Finland,1,24,3,6,4,6,5,28,6,6,6,4,5,1,1
900,SME,22,Female,"College degree, bachelor, master",PhD/Doctorate,Mexico,2,24,6,5,5,4,4,20,4,5,5,1,4,1,1
901,IT,56,Female,Up to 12 years of school,Up to 9 years of school,Italy,NA,22,2,5,5,5,5,24,5,5,6,4,3,1,1
902,SAR,49,Female,"College degree, bachelor, master",College degree,Argentina,1,23,4,5,5,5,4,30,6,6,6,6,4,2,2
904,IT,57,Male,"College degree, bachelor, master",Up to 6 years of school,Italy,NA,25,5,5,5,5,5,21,3,5,5,3,4,1,1
905,SAR,41,Male,PhD/Doctorate,Up to 12 years of school,Argentina,2,7,1,1,1,2,2,27,4,6,5,5,4,3,3
906,EN,24,Female,"College degree, bachelor, master",College degree,Lithuania,0,26,6,6,4,5,5,23,4,6,6,2,4,1,1
907,SME,57,Male,"Some College, short continuing education or equivalent",None,Panama,NA,25,5,5,5,5,5,31,6,6,6,3,5,5,5
908,RO,34,Male,"College degree, bachelor, master",Up to 12 years of school,Romania,2,12,2,2,2,3,3,23,5,5,5,2,5,1,1
909,IT,63,Female,"College degree, bachelor, master",Up to 12 years of school,Italy,1,27,5,5,5,6,6,30,5,6,6,6,3,4,4
910,PT,32,Female,Up to 12 years of school,Up to 6 years of school,Portugal,NA,25,5,5,5,5,5,24,5,5,5,3,3,3,3
911,SME,25,Female,"College degree, bachelor, master",College degree,Mexico,1,22,4,5,5,5,3,30,6,6,6,4,5,3,3
912,IT,57,Female,NA,Up to 12 years of school,Italy,NA,18,5,4,4,3,2,24,5,6,5,3,3,2,2
913,SAR,76,Male,PhD/Doctorate,Up to 12 years of school,Argentina,2,4,2,NA,2,NA,NA,21,5,4,5,NA,5,2,2
914,SME,35,Female,"College degree, bachelor, master",College degree,Panama,6,23,5,6,4,4,4,24,4,5,5,3,3,4,4
915,IT,54,Female,Up to 12 years of school,Up to 12 years of school,Italy,NA,17,2,5,2,5,3,22,5,6,5,2,2,2,2
916,SAR,20,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,2,20,4,4,4,4,4,25,6,6,6,1,5,1,1
917,IT,88,Male,"College degree, bachelor, master",Up to 9 years of school,Italy,NA,11,3,2,2,2,2,24,5,4,5,2,5,3,3
918,SAR,66,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,1,19,4,5,NA,5,5,29,5,6,5,4,5,4,4
919,SAR,63,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,3,15,4,1,1,5,4,28,5,6,5,4,4,4,4
920,IT,71,Female,"College degree, bachelor, master",Up to 9 years of school,Italy,0,18,2,3,3,5,5,25,5,6,5,2,5,2,2
921,SAR,53,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,0,16,4,6,6,NA,NA,28,5,5,6,4,4,4,4
923,SAR,68,Male,Up to 12 years of school,Up to 12 years of school,Argentina,3,9,2,2,2,1,2,23,2,5,5,4,5,2,2
924,SAR,40,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Argentina,1,24,4,6,4,5,5,21,6,6,6,NA,2,1,1
925,SAR,59,Male,Up to 12 years of school,Up to 12 years of school,Argentina,1,19,2,4,3,6,4,30,6,6,5,6,5,2,2
926,IT,59,Female,Up to 12 years of school,Up to 6 years of school,Italy,NA,13,2,5,2,2,2,18,1,5,5,2,3,2,2
929,SAR,37,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,1,24,2,6,5,6,5,29,6,6,6,4,4,3,3
930,SAR,64,Female,NA,College degree,Argentina,2,20,2,4,3,6,5,34,6,6,6,5,6,5,5
931,BG,66,Female,PhD/Doctorate,College degree,Bulgaria,1,30,6,6,6,6,6,21,4,4,5,3,3,2,2
932,FR,31,Female,PhD/Doctorate,College degree,Belgium,2,24,5,5,5,5,4,25,5,5,5,4,4,2,2
933,BG,36,Male,"College degree, bachelor, master",College degree,Bulgaria,0,25,5,5,5,5,5,28,6,6,5,5,4,2,2
935,IT,58,Male,"College degree, bachelor, master",Up to 9 years of school,Italy,NA,16,2,2,2,5,5,20,5,6,1,2,5,1,1
936,LT,60,Male,PhD/Doctorate,College degree,Lithuania,NA,15,2,2,2,4,5,25,6,5,5,3,5,1,1
937,IT,52,Male,Up to 9 years of school,Up to 6 years of school,Italy,NA,13,2,2,3,3,3,20,5,5,3,2,2,3,3
939,LT,61,Female,"College degree, bachelor, master",College degree,Lithuania,NA,20,3,3,4,5,5,25,5,6,5,3,5,1,1
940,SK,36,Female,"College degree, bachelor, master",Some College or equivalent,Slovakia,1,15,2,4,3,3,3,20,3,5,4,3,2,3,3
941,IT,52,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Italy,1,5,1,1,1,1,1,27,2,5,5,5,6,4,4
944,IT,58,Female,"College degree, bachelor, master",Some College or equivalent,Italy,1,7,1,2,2,1,1,27,6,6,5,4,5,1,1
945,BG,46,Female,"College degree, bachelor, master",College degree,Bulgaria,NA,23,6,6,6,3,2,23,5,6,5,2,1,4,4
947,FI,27,Other/would rather not say,Up to 12 years of school,None,Finland,NA,19,6,2,2,5,4,18,6,1,2,3,1,5,5
948,SK,34,Female,"College degree, bachelor, master",College degree,Slovakia,0,11,1,2,2,2,4,15,1,1,6,2,4,1,1
950,SK,33,Female,"College degree, bachelor, master",Up to 12 years of school,Slovakia,0,18,3,4,4,3,4,24,4,5,5,3,4,3,3
951,IT,47,NA,"Some College, short continuing education or equivalent",Some College or equivalent,Italy,NA,14,2,2,2,4,4,22,6,6,6,1,2,1,1
952,SR,41,Male,Up to 12 years of school,Up to 12 years of school,Serbia,NA,17,3,4,4,3,3,22,5,4,5,2,4,2,2
953,IT,62,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Italy,NA,23,5,5,5,5,3,29,5,5,6,3,5,5,5
954,IT,61,Female,"College degree, bachelor, master",Up to 9 years of school,Italy,NA,12,4,3,3,NA,2,21,5,5,3,2,5,1,1
955,IT,75,Female,Up to 9 years of school,None,Italy,NA,15,3,3,3,3,3,20,4,4,4,3,4,1,1
956,IT,60,Female,NA,None,Italy,NA,25,5,5,5,5,5,23,5,6,6,1,4,1,1
957,IT,63,Female,Up to 12 years of school,Up to 9 years of school,Italy,NA,15,2,2,2,4,5,26,5,5,5,4,5,2,2
958,IT,66,Male,"College degree, bachelor, master",Up to 6 years of school,Italy,NA,15,2,2,2,4,5,21,5,1,5,4,5,1,1
959,BG,36,Female,"College degree, bachelor, master",College degree,Bulgaria,0,22,4,6,4,4,4,22,4,4,4,5,1,4,4
961,IT,63,Female,"College degree, bachelor, master",Up to 12 years of school,Italy,NA,21,3,4,4,5,5,27,5,5,5,5,5,2,2
963,PT,49,Female,"College degree, bachelor, master",Up to 6 years of school,Portugal,NA,28,6,5,5,6,6,25,5,5,5,3,5,2,2
965,IT,58,Female,"College degree, bachelor, master",Some College or equivalent,Italy,2,22,4,4,4,5,5,24,5,5,5,2,5,2,2
966,IT,58,Female,"College degree, bachelor, master",Some College or equivalent,Italy,NA,28,5,6,5,6,6,25,2,6,6,5,4,2,2
968,BG,65,Female,"College degree, bachelor, master",College degree,Bulgaria,0,15,1,2,2,5,5,14,1,5,3,2,2,1,1
969,IT,65,Male,"Some College, short continuing education or equivalent",College degree,Italy,2,9,1,2,2,2,2,22,5,5,5,2,4,1,1
970,BG,79,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Bulgaria,2,25,3,6,6,6,4,26,5,6,5,4,4,2,2
